"ano","ano2","sinano","c.total","c.rosa","c.7barbas","c.branco","tsm_med_PE","tsm_coef_PE","tsm_med_chuv_PE","tsm_med_seco_PE","tsm_amp_chuv_PE","tsm_amp_seco_PE","prec_med_PE","prec_coef_PE","prec_med_chuv_PE","prec_med_seco_PE","prec_amp_chuv_PE","prec_amp_seco_PE","c.rosa.recon","c.branco.recon","c.7barbas.recon"
1963,1958.35644502997,0.671601183664412,21,0,0,0,27.1117057800293,3.10144435112477,27.7727737426758,26.6785430908203,1.3058052062988,1.5292987823486,111.956,96.025650129648,187.930769230769,29.65,320.4,71.9,2.95533502012168,25.0687948550913,26.9865053141019
1964,1962.67461117488,0.704438111650862,44,0,0,0,27.4217839241028,3.51548782802191,28.3136425018311,26.5026912689209,1.0505599975586,0.8610324859619,158.069444444444,105.485227765538,237.818181818182,32.75,596.5,76,4.38855025793142,20.3485102119478,0.994331371152059
1965,1980.14953064395,0.736239901570285,152.83575845386,0,0,0,27.1596414248149,3.07713100437494,28.0565137863159,26.5299191474915,1.2002353668213,1.1427574157715,107.554285714286,122.460874665317,198.6625,30.8315789473684,571.2,73.7,13.5807180002092,59.4639482578354,121.355996308241
1966,1963.76521112939,0.766847699119495,50,0,0,0,27.230376402537,2.57220769756166,27.8838005065918,26.8068990707397,0.4927673339843,1.4204406738282,130.733333333333,106.938471513819,220.052631578947,30.9058823529412,562.9,76.6,5.05518560528177,27.4899012106843,14.0525276427546
1967,1964.30494380436,0.796108842583746,53,0,0,0,27.2254265149434,3.59175903374045,28.1124596595764,26.3415312767029,0.961259841919002,0.687263488769499,106.580555555556,118.685785017124,231.315384615385,36.0782608695652,423.9,79.1,6.90329384661078,33.5704298838057,0.0151088621771041
1968,1958.74059798621,0.823877617402935,23,0,0,0,27.1239412625631,2.99639058386763,27.7483468055725,26.7344951629639,1.6954288482666,1.2676010131836,87.26,105.287675504347,185.808333333333,35.8434782608696,312.2,77.7,3.61900084010799,24.1735018768324,20.5589659191878
1969,1972.91253444641,0.850015974192204,104,0,0,0,27.5147647857666,2.81274207760979,28.2907667160034,26.8577613830567,0.993492126464801,0.812150955200199,114.971428571429,115.231570817649,227.213333333333,30.79,413.1,79.1,12.9424917903904,46.1223302712386,18.5113764894335
1970,1994.80395204693,0.874394206722028,285.018036035576,0,0,0,27.3043440183004,2.57612232210824,27.8910689353943,26.9326872825622,0.972593307495099,0.807924270629901,121.014705882353,137.004404092063,232.2375,22.15,545.4,77.2,31.2062249171673,121.815649775088,119.202372924442
1971,1988.53296265944,0.896891586574461,755.188453536718,0,0,0,27.2706926663717,3.03576265952858,28.105800151825,26.5652704238891,1.2241420745849,0.3897399902343,95.5588235294118,119.713457190961,186.686666666667,23.6157894736842,403.8,65,69.7881348638972,240.228384390743,497.201896945594
1972,1962.67461117488,0.917396951420413,44,0,0,0,27.3748849232992,1.71272061219572,27.6793580055237,27.243043422699,0.969091415405202,1.1804122924805,121.329166666667,89.766293052455,215.818181818182,41.3769230769231,250.6,76.6,7.75172983680006,38.2784182236832,14.1828591803511
1973,1997.68214932829,0.935809244104226,323,0,0,0,27.9778981208801,2.49825878411382,28.6783986091614,27.3462357521057,0.761661529541101,0.565761566162102,101.659574468085,140.139223191076,195.475,32.1666666666667,688.8,77.1,27.9188231306562,86.9722602399976,51.7164809589861
1974,1996.46747220661,0.952037999977709,306,0,0,0,27.4872633616129,2.80071633333068,28.1456408500671,27.0107321739196,1.020601272583,1.0941410064697,112.654166666667,87.6447226322152,168.068965517241,28.0736842105263,370.3,76.1,28.0628588550779,77.7657348610764,217.401416950515
1975,1972.91253444641,0.966003780192221,104,0,0,0,27.4262776374817,2.61789488736273,28.0368981361389,26.968918800354,1.0449466705322,0.925310134887702,101.547916666667,115.318525581855,217.394444444444,32.04,469.1,77.4,12.2775463863835,43.7702948497316,33.5251324251351
1976,1963.22176691956,0.977638548935235,47,0,0,0,26.9489898681641,2.4320920774337,27.4411878585816,26.6116409301757,0.8542079925537,1.3019695281982,86.0895833333333,105.63987856537,178.423529411765,35.4548387096774,322.1,76.9,6.45516206618505,35.5642900105593,22.6272116893346
1977,1960.44887284762,0.986885992884045,32,0,0,0,27.3266137440999,2.3022237034448,27.9832625389099,26.8930263519287,0.527490615844702,1.0614795684814,106.602222222222,99.5509598173679,181.181818181818,35.2652173913043,438.5,79.1,3.9819981638102,14.8846886037356,0.0186602155171969
1978,1966.42675915573,0.993701781443465,65,0,0,0,27.3444401423136,2.18223027222316,27.8901553153992,26.8242425918579,0.434299468994102,0.713441848754901,117.145833333333,95.6231205539147,195.170833333333,39.1208333333333,420.2,79.8,7.88149196312508,28.2107089167938,4.42321462044735
1979,1959.88315942867,0.998053766634097,29,0,0,0,27.4111212094625,2.81328686716775,28.0510449409485,26.9511218070984,1.2279930114746,1.1174297332764,74.29375,108.619979804154,169.842857142857,34.95,319.9,78.9,4.42764756729051,16.9669730687355,9.23514185932195
1980,1972.91253444641,0.999922121802617,104,0,0,0,27.381517569224,2.37721727332164,27.9297642707825,26.8308758735657,0.7567462921143,0.598762512207099,78.8,124.031102239242,178.99375,28.703125,363.2,77,11.7258883853285,47.8256912109446,0.612949213887727
1981,1978.4858816534,0.999299418632729,141,0,0,0,27.0842971801758,2.07786106539495,27.561863899231,26.6943287849426,0.9789848327637,0.833290100097699,64.0645833333333,110.421235138767,157.871428571429,25.4382352941176,214.1,69.1,16.2031024961162,73.7919895702106,42.7190272518574
1982,1965.54988629932,0.996190642244561,60,0,0,0,27.1430417696635,2.66228711289069,27.7948389053345,26.6276001930237,0.8947448730469,1.1358661651612,80.8395833333333,119.814253779605,190.975,25.771875,323.1,76.2,8.28781843749148,37.9129822363951,20.2912125589695
1983,1969.33100942114,0.990613144479053,82,0,13,46,27.3697717984517,2.73517768190849,27.9989290237427,26.721519947052,1.3953971862793,0.686244964599599,66.65,124.067731212736,182.009090909091,32.3540540540541,325,79.5,10.1912772968141,41.6294278532858,16.915401828289
1984,1982.06453812721,0.982596535771026,167,0,18,58,27.6506733894348,2.79854768748033,28.4062676429748,27.0443301200866,1.0312232971192,1.011137008667,118.983333333333,125.193482050805,220.469565217391,25.616,539.8,79.3,18.3038951493086,54.0794194923092,85.3596918275235
1985,1989.57975493775,0.972182516318668,230,0,7,51,27.6728709538778,2.93421988747543,28.3935136795044,26.9175806045532,0.827760696411101,0.405166625976602,111.38125,107.593001180031,193.216666666667,29.5458333333333,481.3,78.8,22.7539040790277,62.3341822594061,9.95802283177391
1986,1980.03395102591,0.959424647556539,152,0,9,59,27.3397692044576,2.40171209726466,27.9348406791687,26.8119087219238,1.0344066619873,0.619873046875,166.263333333333,101.178383295056,263.623529411765,38.9461538461538,488.6,58,20.464990034409,62.7976083577961,19.5516773101012
1987,1988.16302356083,0.944388065232377,217,0,19,81,27.7246983846029,2.19603502277916,28.3950390815735,27.2174410820007,0.589082717895497,0.7902431488037,119.114285714286,115.543866789263,204.993333333333,20.0230769230769,394.5,56.5,24.1020318877945,72.7144731071216,23.1819939922123
1988,1968.31958887683,0.927149135673547,76,0,11,23,27.8456843694051,3.14604335227941,28.7595624923706,27.1181335449219,0.8337287902832,0.8858032226563,130.12962962963,125.083132841688,242.575,40.1733333333333,575.4,77,8.97037238803765,22.9550049412958,6.4551453808244
1989,1970.16251907379,0.907795057105996,87,0,9,31,27.7694487571716,2.0541832347099,28.3460412025452,27.3657484054566,0.687887191772401,0.556079864501999,131.034375,107.337794122176,217.923529411765,32.56,456.3,69.7,10.3622133896638,32.2092726050648,1.71429086262468
1990,1984.7514756052,0.886423408154489,188,0,0,0,27.3976030349731,2.33405529143682,28.0652732849121,27.0189571380616,0.966581344604499,0.945514678955099,118.048,134.51765216112,259.81,23.54,454.6,78.2,24.7631373736343,92.1140466456884,80.3341014295965
1991,1980.31005707865,0.863141645908404,154,0,0,0,27.2027297019958,3.32606356999134,28.0946989059448,26.5291872024536,0.9848957061768,0.9692687988281,157.1,95.3136031896704,261.625,37.6428571428571,392.4,61.2,21.5560595733487,65.9765265285421,60.1218599897854
1992,1979.26615378017,0.838066556178734,146.5,0,0,0,26.9538259506226,2.83649834258887,27.6865901947021,26.2518916130066,0.7153511047363,0.850122451782202,161.044444444444,91.6458780723381,241.736363636364,34.2428571428571,370.8,74.8,19.3666943916221,72.184371902559,17.9819922043697
1993,1979.05458946933,0.811323658800943,145,0,0,0,27.1328117052714,2.1286092166857,27.7195210456848,26.7404928207397,0.769559860229499,0.902271270752003,52.1666666666667,137.033102487449,177.65,20.7958333333333,184.8,63.5,17.7845201095383,98.6657256623224,35.0936357378794
1994,1984.7514756052,0.783046571050679,188,0,0,0,27.2748737335205,2.8853271160595,28.0073862075806,26.5936460494995,0.805803298950199,0.561216354370199,111.273333333333,127.023837621372,221.765,22.88,582.3,59,18.8139438959951,76.6790297937755,13.2231195839001
1995,1997.64812465073,0.753376332437337,322.5,0,0,0,27.2083630561829,3.18581509083291,28.0115022659302,26.47806930542,0.495370864868203,0.977159500122099,79.4083333333333,128.891427220747,171.833333333333,23.9533333333333,443.4,65.6,27.1268479862055,122.409853266474,65.5003372371213
1996,2002.09608466239,0.722460694320087,412,35,191.5,150.109453230021,27.4710485140483,2.46866349713384,28.0590901374817,27.0391402244568,1.0492706298828,1.4320964813233,91.3625,109.201025830662,173.013636363636,22.2730769230769,381.7,67.8,35.6335533378347,137.743027834144,441.546896967183
1997,1995.9715403394,0.690453377954393,299.5,25.4429611650485,139.226013951384,109.120828258231,27.0989642143249,2.50379632734729,27.609972000122,26.8360977172851,0.736133575439499,1.4842319488526,83.2395833333333,112.568512190562,167.236842105263,28.2068965517241,383.1,78.5,25.2592423851822,124.300248668919,219.433297665153
1998,1994.033187448,0.657513304720526,276,23.4466019417476,128.301769117135,100.558759930791,27.8905369440714,2.39466725449653,28.5797352790833,27.3168320655823,0.995668411254901,0.629161834716697,46.4979166666667,124.156830779204,148.8875,26.02,197.7,78.7,24.6458018536469,108.792904175142,91.6046708576257
1999,1995.69728322989,0.623803802411014,296,25.1456310679612,178.5,107.845626592442,27.5611125628153,2.71397218680501,28.2401447296142,27.0167627334595,0.974615097045898,1.1496753692627,62.4934782608696,106.149069767856,134.653333333333,27.5774193548387,225,78.1,23.0628440590371,106.657608483146,220.351751720836
2000,1995.13361357687,0.58949179155989,289,24.5509708737864,169.5,105.295223260864,27.5625433921814,2.49657204931967,28.206109046936,27.033842086792,0.9130554199219,0.627761840820401,129.614583333333,103.820424067061,192.739285714286,41.24,494,70.2,25.0674133745445,95.1687641897599,71.6408186391569
2001,1996.16434532906,0.554746955881304,302,25.6553398058252,152.5,110.031686590938,27.5266598065694,2.72232518532632,28.2010889053345,27.050117969513,0.808759689331101,1.1734676361084,82.2291666666667,114.871292185812,175.735294117647,30.9516129032258,351.3,77.4,26.1944228073869,118.498348008173,176.546617452222
2002,1995.81544058025,0.519740900950844,297.5,25.2730582524272,182,108.392141592066,27.429340839386,2.60134572385524,28.0654582977295,26.9585118293762,1.0549144744873,1.0559806823731,100.447916666667,113.494483582269,185.631818181818,28.3692307692308,499.7,75.2,24.1696864611181,111.397738694123,212.389206516323
2003,1994.2933178307,0.484646305307353,279,23.7014563106796,214.5,101.651789930039,27.8785498936971,2.58076405321926,28.5573577880859,27.3898491859436,1.0679340362549,0.814468383789098,78.9395833333333,119.537950790283,189.146153846154,38.0057142857143,394.4,64.3,24.5923521672123,105.737216322201,144.436596802038
2004,2000.97320888524,0.449636068176264,382,32.4514563106796,340,139.179153237544,27.6465384165446,2.58716597859476,28.2915239334107,27.0648193359375,0.8876132965088,0.73579788208,116.78125,103.555690545789,199.344,27.0391304347826,456.2,72.9,33.5929328129397,130.916315868215,144.548212150791
2005,2001.40930078994,0.414882458019471,583,49.5266990291262,519,212.412163187142,27.7177157402039,3.115192390173,28.5487818717957,26.9746761322021,0.9606018066406,0.7632541656494,107.557446808511,125.927138470532,203.871428571429,29.7653846153846,628.6,76.6,48.2416984107822,192.19785075692,339.673305447079
2006,2003.2789734897,0.380556266097818,489.5,41.5837378640777,436,178.346061543921,27.7588038444519,2.56647270984718,28.4525361061097,27.3447694778442,1.0575180053711,1.1430168151856,84.1,112.662934521696,177.747058823529,31.0333333333333,347.4,79,40.1286569290344,176.665517030913,440.924451421786
2007,2000.97320888524,0.346825969195469,382,32.4514563106796,382,139.179153237544,27.5410618782044,3.34946379395305,28.326735496521,26.8609447479248,1.0700721740723,1.276330947876,99.1510638297872,96.1604587948183,185.105,35.4814814814815,307.3,76.2,33.2379573709501,141.392062938135,365.854106214881
2008,2002.58182451257,0.313856905595594,545.933355436123,0,0,0,27.6399485270182,3.07261118597155,28.5861835479736,27.0442810058594,0.993976593017603,1.0167713165283,101.036170212766,116.454536584748,195.195238095238,24.9846153846154,335.1,70.3,48.3821513186324,207.080032855038,417.367180424032
2009,1995.14705612901,0.281810468319621,686.35799771077,0,0,0,27.802357673645,2.96257322931051,28.7656955718994,27.0926089286804,0.6502265930175,0.623264312744102,103.566666666667,111.142519566689,195.805,29.776,329.6,78.4,60.561214591558,236.236316404744,202.642446374221
2010,2003.25389514511,0.250843319543787,498.925600959088,0,0,0,28.0343674023946,3.25473951227976,29.0814809799194,27.2393021583557,0.738466262817401,1.0961322784424,104.148936170213,104.470383509118,181.654545454545,35.944,460.2,74.3,37.2881780313521,142.432050550797,266.819616169801
2011,2003.26132164591,0.221106629990628,497.175433761197,0,0,0,27.7457906405131,2.93560143094465,28.6098389625549,26.9749608039856,0.968284606933601,0.655961990356502,126.246808510638,126.940404922201,236.409523809524,37.2692307692308,673.1,78.8,43.811734445311,189.098734365073,227.87391736196
